business_id,full_address,mon_hours,tue_hours,wed_hours,thu_hours,fri_hours,sat_hours,sun_hours,open,categories,city,city.1,name,neighborhoods,longitude,latitude,state,stars
ASGebKrraHYSBaEcavy3Xg,"10720 S Eastern Ave
Ste 100
Anthem
Henderson, NV 89052",11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 22:00,08:00 - 22:00,08:00 - 21:00,False,"Breakfast & Brunch,Caterers,Mediterranean,Event Planning & Services,Restaurants",Henderson,87,Bon Chef Cafe,Anthem,-115.1025425,35.9975751,NV,4.0
5niUestkeI0tBcBAv4SyKw,"4921 E Ray Rd
Ste B2
Phoenix, AZ 85044",10:30 - 22:00,10:30 - 22:00,10:30 - 22:00,10:30 - 22:00,10:30 - 22:00,10:30 - 22:00,10:30 - 22:00,True,"Vegetarian,American (New),Mediterranean,Restaurants",Phoenix,116,Pita Jungle,,-111.9765164,33.3172434,AZ,4.0
Aam-loVHeWJzFmjR9i4uow,"2101 S Decatur Blvd
Westside
Las Vegas, NV 89102",,,,,,,,True,"Mediterranean,Restaurants",Las Vegas,7,Royal Cuisine,Westside,-115.2098129,36.1486584,NV,4.0
Aicnm12Zped8nQFXyRRFvw,"3332 S Mill Ave
Tempe, AZ 85282",,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,,True,"Mediterranean,Greek,Middle Eastern,Restaurants",Tempe,65,Byblos Restaurant,,-111.940663,33.392538,AZ,4.0
KjymOs12Mpy0Kd54b7T9MA,"Bellagio Resort &Casino
3600 S Las Vegas Blvd
The Strip
Las Vegas, NV 89109",11:00 - 22:30,11:00 - 22:30,11:00 - 22:30,11:00 - 22:30,11:00 - 22:30,11:00 - 22:30,11:00 - 22:30,True,"Mediterranean,Restaurants",Las Vegas,980,Olives,The Strip,-115.17698,36.111978,NV,4.0
O1pk6lxrTI0zJrdQuXhIEQ,"10040 W McDowell Rd
Avondale, AZ 85323",,,,,,,,False,"Greek,Mediterranean,Restaurants",Avondale,11,My Big Fat Greek Restaurant,,-112.2796661,33.4646908,AZ,4.0
yH6iIl_4jzNF44L3HUZ3AQ,"558 State St
Capitol
Madison, WI 53703",,,,,,,,False,"Greek,Mediterranean,Mexican,Restaurants",Madison,4,Saz,Capitol,-89.394958,43.075141,WI,4.0
t54zAs7IftAVb9SKcCRotw,"3015 E Thomas Rd
Phoenix, AZ 85016",,,,,,,,False,"Greek,Mediterranean,Restaurants",Phoenix,34,Bacchanal Ristorante,,-112.016481,33.479605,AZ,4.0
3VKJ7cWSH38QKgCrYlG3Mg,"7126 N 35th Ave
Phoenix, AZ 85051",,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,True,"Greek,Mediterranean,Restaurants",Phoenix,52,The Golden Greek,,-112.1343372,33.5415109,AZ,4.0
Rg3INE2p4zQYvfMvJduEOQ,"4747 N 20th St
Phoenix, AZ 85016",11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,True,"Greek,Mediterranean,Restaurants",Phoenix,118,Cyprus Grill of Phoenix,,-112.0388617,33.5062577,AZ,4.0
7eUFOcfxuXDdrHGVSp3_9A,"1845 E Broadway Rd
Tempe, AZ 85281",11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 22:00,11:00 - 22:00,11:00 - 21:00,True,"American (New),Mediterranean,Gluten-Free,Restaurants",Tempe,142,Herb 'n Flavors,,-111.9081116,33.40657334,AZ,4.0
2to5b5taseO9zZ9tnQqhlw,"1810 W Northern Ave
Phoenix, AZ 85021",11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,,True,"Greek,Mediterranean,Restaurants",Phoenix,32,Gyro's House,,-112.098337,33.553457,AZ,4.0
cmf4fKU9D6XIvciQj7RjoQ,"7871 W Charleston Blvd
Westside
Las Vegas, NV 89117",11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 17:00,True,"Greek,Mediterranean,Restaurants",Las Vegas,215,Yassou,Westside,-115.263591,36.158669,NV,4.0
9ucO4e2ZQeeXANqMZT67GQ,"11 E 6th St
Tempe, AZ 85281",09:00 - 03:00,09:00 - 03:00,09:00 - 03:00,09:00 - 03:00,09:00 - 03:00,09:00 - 03:00,09:00 - 03:00,True,"Greek,Mediterranean,Restaurants",Tempe,53,The Munchies Cafe,,-111.9394584,33.42416511,AZ,4.0
2Fn5-x5IX7CfhCKFYaZGyA,"7070 N Durango Dr
Centennial
Las Vegas, NV 89149",11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,12:00 - 20:00,True,"Greek,Mediterranean,Restaurants",Las Vegas,163,Market Grille Cafe,Centennial,-115.2877293,36.2903141,NV,4.0
0dIChGWBs9ueUXl0hhkw2w,"4041 N 15th Ave
Phoenix, AZ 85015",10:30 - 21:00,10:30 - 21:00,10:30 - 21:00,10:30 - 21:00,10:30 - 21:00,10:30 - 21:00,13:00 - 19:00,True,"Greek,Mediterranean,Sandwiches,Restaurants",Phoenix,108,Crazy Jim's,,-112.0910715,33.4943622,AZ,4.0
H-e74SghEFfIz_TdUS_2KQ,"453 W Gilman St
Capitol
Madison, WI 53703",,,,,,,,False,"Falafel,Mediterranean,Restaurants",Madison,9,King of Falafel,Capitol,-89.39503020000002,43.0736042,WI,4.0
VGhMTZyqmGmM4Lrn9i6yuQ,"1335 W Thomas Rd
Phoenix, AZ 85013",11:00 - 15:00,17:00 - 21:00,17:00 - 21:00,17:00 - 21:00,17:00 - 21:00,17:00 - 21:00,,True,"Vegetarian,Persian/Iranian,Mediterranean,Restaurants",Phoenix,48,Persian Garden Cafe,,-112.0906922,33.4802751,AZ,4.0
dOo_jUaYeHC4b6bgOytinw,"6405 Mineral Point Rd
Madison, WI 53705",,15:30 - 21:00,15:30 - 21:00,15:30 - 22:00,15:30 - 23:00,16:30 - 23:00,,True,"Mediterranean,Restaurants",Madison,39,Otto's Restaurant & Bar,,-89.49041690000001,43.060101,WI,4.0
HEcysZlyextbht05aYZ-xQ,"507 E Fremont St
Downtown
Las Vegas, NV 89101",10:30 - 23:30,10:30 - 23:30,10:30 - 23:30,10:30 - 23:30,10:30 - 00:00,10:30 - 00:00,13:00 - 22:30,True,"Pakistani,Mediterranean,Halal,Restaurants",Las Vegas,160,Kabob Korner,Downtown,-115.1403267,36.16897270000001,NV,4.0
qC6ZqST6Q58qXHsDAjM_5w,"2980 St Rose Pkwy
Southeast
Henderson, NV 89052",11:00 - 01:00,11:00 - 01:00,11:00 - 01:00,11:00 - 01:00,11:00 - 03:00,11:00 - 03:00,11:00 - 01:00,False,"Mediterranean,Restaurants",Henderson,6,Chandelier Meditaranean Restaurant,"Southeast,Anthem",-115.1177757,36.0053075,NV,4.0
EWMwV5V9BxNs_U6nNVMeqw,"3815 N Central Ave
Phoenix, AZ 85012",11:00 - 00:00,11:00 - 00:00,11:00 - 00:00,11:00 - 00:00,11:00 - 01:00,10:00 - 01:00,10:00 - 00:00,True,"Bars,Mediterranean,Nightlife,Lounges,American (New),Restaurants",Phoenix,1046,FEZ,,-112.0734977,33.4916953,AZ,4.0
FltN1Hnw4n7BORXJH1kaeg,"1588 E Bethany Home Rd
Phoenix, AZ 85014",,,,,,,,False,"Greek,Mediterranean,Middle Eastern,Restaurants",Phoenix,8,Mediterranean House,,-112.0479298,33.523717100000006,AZ,4.0
TqR8kAPQ-2Np8RAaL_aspA,"5510 University Ave
Spring Harbor
Madison, WI 53705",,17:00 - 21:00,17:00 - 21:00,17:00 - 21:00,17:00 - 21:00,17:00 - 21:00,17:00 - 21:00,False,"Middle Eastern,Mediterranean,Restaurants",Madison,54,Shish Cafe Inc,Spring Harbor,-89.4757133,43.0830865,WI,4.0
131oUL1FGLOg0AxbBxCtzg,"4860 W Flamingo Rd
Las Vegas, NV 89103",,,,,,,,False,"Greek,Mediterranean,Restaurants",Las Vegas,23,Greek American Grille,,-115.136389,36.175,NV,4.0
GaAVP8Tn8uUrZtulQw2iXA,"6620 W Flamingo Rd
Ste 7
Las Vegas, NV 89103",10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,True,"Mediterranean,Middle Eastern,Restaurants",Las Vegas,142,Shish Kabob House,,-115.236636,36.114921,NV,4.0
FjQWjXvFCdrgdU3Rgi3b3w,"7132 E Becker Ln
Scottsdale, AZ 85254",,,,,,,,True,"Greek,Mediterranean,Restaurants",Scottsdale,48,Gyros Express,,-111.926732,33.583141999999995,AZ,4.0
lzS66BeoLL0GRn1KrlmmFg,"7816 N 27th Ave
Phoenix, AZ 85051",09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,True,"Greek,Mediterranean,Middle Eastern,Restaurants",Phoenix,9,Kabob Palace,,-112.1169966,33.5516353,AZ,4.0
Ez2MFsVT5lJZ05yvK_0AXQ,"7366 E. Shea Blvd.
Scottsdale, AZ 85260",10:30 - 22:00,10:30 - 22:00,10:30 - 22:00,10:30 - 22:00,10:30 - 22:00,10:30 - 22:00,10:30 - 22:00,True,"Middle Eastern,Vegetarian,American (New),Mediterranean,Restaurants",Scottsdale,286,Pita Jungle,,-111.9222691,33.584013899999995,AZ,4.0
7H0nbExftMZlpZDXm0QrBw,"1150 S Gilbert Rd
Gilbert, AZ 85296",11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,True,"Buffets,Mediterranean,Halal,Restaurants",Gilbert,117,Phoenicia,,-111.7903,33.329291,AZ,4.0
1Duul3qCnLrNak1Np-iHfw,"1949 W Ray Rd
Chandler, AZ 85224",10:30 - 22:00,10:30 - 22:00,10:30 - 22:00,10:30 - 22:00,10:30 - 22:00,10:30 - 22:00,10:30 - 22:00,True,"Vegetarian,American (New),Mediterranean,Restaurants",Chandler,228,Pita Jungle,,-111.874339,33.319062,AZ,4.0
KAKyy-8lKrPEzvtZJM1PGQ,"16758 E Glenbrook Blvd
Fountain Hills, AZ 85268",,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,,False,"Greek,Mediterranean,Restaurants",Fountain Hills,12,Jimmy's Krazy Greek Restaurant,,-111.7184703,33.6246091,AZ,4.0
n_d7HDsTdLc9IWwuPHBNlg,"4001 S Decatur Blvd
Ste 34
Las Vegas, NV 89103",11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,12:00 - 21:00,13:00 - 20:00,True,"Greek,Mediterranean,Restaurants",Las Vegas,166,The Fat Greek,,-115.20928899999998,36.117196,NV,4.0
_HAYDjkPJVabBXyvx-u9YQ,"7000 E Mayo Blvd
Phoenix, AZ 85054",,,,,,,,True,"Greek,Mediterranean,Restaurants",Phoenix,28,Extreme Pita,,-111.9299197,33.6554989,AZ,4.0
mMbsqbFSaHsBxZQPGNSuOQ,"4255 S Durango Dr
Spring Valley
Las Vegas, NV 89147",11:30 - 21:00,11:30 - 21:00,11:30 - 21:00,11:30 - 21:00,11:30 - 21:30,11:30 - 21:30,11:30 - 21:00,False,"Persian/Iranian,Mediterranean,Restaurants",Las Vegas,32,The Village Mediterranean Grill,Spring Valley,-115.2793898,36.1121084,NV,4.0
53YGfwmbW73JhFiemNeyzQ,"7135 E Camelback Rd
Ste 195
Scottsdale, AZ 85251",11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 23:00,10:00 - 23:00,10:00 - 22:00,True,"Breakfast & Brunch,American (New),Mediterranean,Restaurants",Scottsdale,654,Olive & Ivy,,-111.9276185,33.501981699999995,AZ,4.0
50hOEQ2OutvIxrMjNml5bA,"11144 N Frank Lloyd Wright Blvd
Ste E9
Scottsdale, AZ 85259",11:00 - 21:30,11:00 - 21:30,11:00 - 21:30,11:00 - 21:30,11:00 - 21:30,11:00 - 21:30,11:00 - 21:30,True,"Mediterranean,Persian/Iranian,Middle Eastern,Restaurants",Scottsdale,88,Pars Persian Cuisine,,-111.8363223,33.58712209,AZ,4.0
uIDdneARsmwPLebKrwMtBw,"1431 E Williams Field Rd
Ste 101
Gilbert, AZ 85295",11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 22:00,11:00 - 22:00,11:00 - 21:00,True,"Vegetarian,American (New),Mediterranean,Restaurants",Gilbert,140,Pita Jungle,,-111.7593107,33.3063001,AZ,4.0
OgnHyXXqElaPgs7isOrdBQ,"450 Fremont St
Ste 123
Downtown
Las Vegas, NV 89101",11:00 - 23:30,11:00 - 23:30,11:00 - 23:30,11:00 - 23:30,11:00 - 01:00,11:00 - 01:00,11:00 - 23:30,True,"Burgers,Vegetarian,Mediterranean,Restaurants",Las Vegas,81,Cous Cous Mediterranean Cafe,Downtown,-115.1408463,36.17005539,NV,4.0
zonV2F6YNVn2_sI5dK82eg,"5118 S Rural Rd
Tempe, AZ 85282",10:30 - 21:00,10:30 - 21:00,10:30 - 21:00,10:30 - 21:00,10:30 - 21:00,10:30 - 21:00,,True,"Middle Eastern,Mediterranean,Restaurants",Tempe,75,Pita Shack,,-111.9286883,33.3785599,AZ,4.0
MFPk16G7fAxnCKTyfjw8Vw,"1850 W. Southern Ave.
Mesa, AZ 85202",10:30 - 22:00,10:30 - 22:00,10:30 - 22:00,10:30 - 22:00,10:30 - 22:00,10:30 - 22:00,10:30 - 22:00,True,"Vegetarian,American (New),Mediterranean,Restaurants",Mesa,112,Pita Jungle,,-111.8718374,33.39356110000001,AZ,4.0
_qTzOkbin2giDOrFsaxm8A,"Baiz Market
523 N 20th St
Phoenix, AZ 85006",,,,,,,,True,"Mediterranean,Middle Eastern,Halal,Restaurants",Phoenix,60,Al-Hana,,-112.038676,33.455036,AZ,4.0
qwmHm3s8p7J12AIY6Co8HQ,"7530 W Bell Rd
Ste 106
Glendale, AZ 85308",10:30 - 22:00,10:30 - 22:00,10:30 - 22:00,10:30 - 22:00,10:30 - 22:00,10:30 - 22:00,10:30 - 22:00,True,"Vegetarian,American (New),Mediterranean,Restaurants",Glendale,168,Pita Jungle,,-112.220869,33.639638,AZ,4.0
7KfgI59JMuYfL4yBKsl6BA,"83 Erb St W
Waterloo, ON N2L 6C2",,,,,,,,True,"Bars,Greek,Mediterranean,Wine Bars,Nightlife,Restaurants",Waterloo,10,Sole Restaurant & Wine Bar,,-80.52730679999998,43.463366,ON,4.0
eX_f1ZzrpejCp6xJpfLmDQ,"830 E Indian School Rd
Phoenix, AZ 85014",11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,08:00 - 22:00,True,"Greek,Mediterranean,Middle Eastern,Restaurants",Phoenix,46,Athens Bar & Grill,,-112.0632727,33.494748200000004,AZ,4.0
7YYD_agS3Kb2sAx9JPkQEw,"25062 S Meridian Rd
Queen Creek, AZ 85142",08:00 - 17:00,08:00 - 17:00,08:00 - 17:00,08:00 - 17:00,08:00 - 21:00,08:00 - 21:00,08:00 - 17:00,True,"Tours,Hotels & Travel,Mediterranean,Restaurants",Queen Creek,241,Queen Creek Olive Mill,,-111.5832712,33.22078481,AZ,4.0
NigPSYUkjJ_JPzaDlApF_A,"1639 W Warm Springs Rd
Henderson, NV 89014",10:30 - 20:30,10:30 - 20:30,10:30 - 20:30,10:30 - 20:30,10:30 - 20:30,10:30 - 20:30,12:00 - 20:30,False,"Greek,Mediterranean,Restaurants",Henderson,8,Tony's Place,,-115.0544316,36.05613889999999,NV,4.0
CZSicdXjP5ekbTySTxgNQw,"48 George Iv Bridge
Old Town
Edinburgh EH1 1EJ",11:00 - 01:00,11:00 - 01:00,11:00 - 01:00,11:00 - 01:00,11:00 - 01:00,11:00 - 01:00,11:00 - 01:00,True,"Fast Food,Mediterranean,Sandwiches,Restaurants",Edinburgh,18,Mediterranean Gate,Old Town,-3.1916186,55.947906,EDH,4.0
0bQKW7e23wTJxgvs_p2HjQ,"9619 N Hayden Rd
Scottsdale, AZ 85258",10:30 - 20:00,10:30 - 20:00,10:30 - 20:00,10:30 - 20:00,10:30 - 20:00,10:30 - 16:00,,True,"Greek,Vegetarian,Mediterranean,Restaurants",Scottsdale,38,Shish Kabobs & Gyros,,-111.9055104,33.5737667,AZ,4.0
zmvIqh26-lzpZROHuhA-6w,"4040 W Ray Rd
Ste 12
Chandler, AZ 85226",11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 21:00,12:00 - 20:00,11:00 - 20:00,True,"Greek,Mediterranean,Restaurants",Chandler,108,Spices Mediterranean Kitchen,,-111.912972,33.32012,AZ,4.0
wl51t6lT7leiX64SlkOx6g,"20910 N Tatum Blvd
Suite 140
Phoenix, AZ 85050",10:30 - 22:00,10:30 - 22:00,10:30 - 22:00,10:30 - 22:00,10:30 - 22:00,10:30 - 22:00,10:30 - 22:00,True,"Vegetarian,American (New),Mediterranean,Restaurants",Phoenix,215,Pita Jungle,,-111.9791944,33.6756727,AZ,4.0
iZdynPTpKwbX5O3uLeC9Gg,"5932 W Bell Rd
Ste D-109
Glendale, AZ 85308",,,,,,,,True,"Greek,Mediterranean,Restaurants",Glendale,9,Chicago Gyros,,-112.1870284,33.6403912,AZ,4.0
9em_vfSjwcPqQgU8Zj-hzA,"1940 S Alma School Rd
Ste 5
Chandler, AZ 85286",11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 22:00,11:00 - 21:00,11:00 - 21:00,True,"Greek,Mediterranean,Restaurants",Chandler,105,Pitta Souvli,,-111.8604023,33.2770908,AZ,4.0
OiCxoAIoBvEWxf7p1qVVmA,"Aria Resort and Casino
3732 Las Vegas Blvd S
The Strip
Las Vegas, NV 89109",17:00 - 23:00,17:00 - 23:00,17:00 - 23:00,17:00 - 23:00,17:00 - 23:00,17:00 - 23:00,17:00 - 22:00,True,"American (New),Mediterranean,Restaurants",Las Vegas,646,Sage,The Strip,-115.1765013,36.10757739,NV,4.0
QbS8kEuBXfN6FN_JCuFLuw,"15/16 George IV Bridge
Grassmarket
Edinburgh EH1 1EE",12:00 - 23:00,12:00 - 23:00,12:00 - 23:00,12:00 - 23:00,12:00 - 23:00,12:00 - 23:00,12:00 - 23:00,True,"Modern European,Mediterranean,British,Restaurants",Edinburgh,100,The Outsider,"Grassmarket,Old Town",-3.1921432000000003,55.94795970000001,EDH,4.0
TnkxapUN4nWMz_z5h3qMYg,"1001 N 3rd Ave
Ste 3
Phoenix, AZ 85003",10:30 - 22:00,10:30 - 22:00,10:30 - 22:00,10:30 - 22:00,10:30 - 22:00,10:30 - 22:00,10:00 - 22:00,True,"Vegetarian,American (New),Mediterranean,Restaurants",Phoenix,214,Pita Jungle,,-112.077468,33.459014,AZ,4.0
oc9IJ7lhXKuXVK9JJBnohA,"610 N Alma School Rd
Chandler, AZ 85224",08:00 - 20:00,08:00 - 20:00,08:00 - 20:00,08:00 - 20:00,08:00 - 20:00,08:00 - 20:00,,True,"Greek,Mediterranean,Restaurants",Chandler,68,The Greeks Grill,,-111.860324,33.31414285,AZ,4.0
zTh0ArlhidvA2C8RNE5wbg,"1320 W Elliot Rd
Tempe, AZ 85284",,,,,,,,False,"Greek,Mediterranean,Restaurants",Tempe,4,Extreme Pita,,-111.9593221,33.3491937,AZ,4.0
DjVWQ_Idtw6X5Eg0W5JFWg,"15090 N Northsight Blvd
Scottsdale, AZ 85260",11:00 - 19:00,11:00 - 19:00,11:00 - 19:00,11:00 - 19:00,11:00 - 19:00,11:00 - 19:00,,True,"Greek,Mediterranean,Restaurants",Scottsdale,61,Greek Gyros,,-111.89655,33.6234324,AZ,4.0
KBtkZjuHbmAyxnDzSd5xgw,"The District at Green Valley Ranch
2225 Village Walk Dr , Ste 175
Anthem
Henderson, NV 89052",10:30 - 21:00,10:30 - 21:00,10:30 - 21:00,10:30 - 21:00,10:30 - 21:00,10:30 - 21:00,10:30 - 20:00,True,"Mediterranean,Restaurants",Henderson,126,Crazy Pita Rotisserie & Grill,Anthem,-115.0849843,36.02131308,NV,4.0
3SrWEUCWNy4lDq7ElWmtwA,"2980 S Durango Dr
Ste 101
Westside
Las Vegas, NV 89117",11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,,False,"Mediterranean,Restaurants",Las Vegas,12,Mad Pita Express,Westside,-115.278458,36.134956,NV,4.0
38TiseZcVyypjNzuOROOWQ,"4804 E Chandler Blvd
Ste 108
Phoenix, AZ 85048",11:00 - 19:00,11:00 - 19:00,11:00 - 19:00,11:00 - 19:00,11:00 - 19:00,11:00 - 19:00,11:00 - 15:00,False,"Mediterranean,Restaurants",Phoenix,4,Grill Wrap Cafe,,-111.979651,33.305766,AZ,4.0
khUAi7h8c57uHdliKrv5FA,"5826 W Olive Ave
Ste B101
Glendale, AZ 85302",09:00 - 20:00,10:30 - 22:00,10:30 - 22:00,10:30 - 22:00,10:30 - 22:00,10:30 - 22:00,10:30 - 20:00,True,"Greek,Mediterranean,Middle Eastern,Restaurants",Glendale,71,Babylon Gyros & Shish Kabobs,,-112.1845146,33.5690224,AZ,4.0
b-K95FpxCtIBCEr0GvuQGw,"1405 E Sunset Rd
Ste 130
Southeast
Las Vegas, NV 89119",11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,True,"Mediterranean,Restaurants",Las Vegas,79,Fresh Kabob,Southeast,-115.1342367,36.07142799,NV,4.0
OqSiWQHnqYEWCIJLR-BcFw,"19 Colinton Road
Edinburgh EH10 5DP",,,,,,,,False,"Cafes,Mediterranean,Restaurants",Edinburgh,9,The Olive Branch Bistro,,-3.2106617,55.9338246,EDH,4.0
wtD7EvFhxt8EeNODbl1G_A,"7175 W Lake Mead Blvd
Ste 130
Las Vegas, NV 89128",11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,,True,"Greek,Mediterranean,Restaurants",Las Vegas,145,Market Grille Cafe,,-115.24816,36.195285,NV,4.0
yggyuN3FV_NiQCKfvN-b-Q,"2502 E Camelback Rd
Ste 148A
Phoenix, AZ 85016",11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,12:00 - 18:00,False,"Bars,Mediterranean,Wine Bars,Nightlife,Restaurants,Sandwiches",Phoenix,22,Queen Creek Olive Mill Trattoria,,-112.0284918,33.5104258,AZ,4.0
tFWuvLflDDvTdypS_vdfNA,"5190 S Valley View Blvd
Ste 100
Las Vegas, NV 89118",08:00 - 16:00,08:00 - 16:00,08:00 - 16:00,08:00 - 16:00,08:00 - 16:00,,,True,"Falafel,Italian,Mediterranean,Restaurants",Las Vegas,4,Mia Bella Cafe,,-115.189211,36.095691,NV,4.0
l-BQohlzgAwKxK3ltXuOVw,"8876 S Eastern Ave
Las Vegas, NV 89123",08:00 - 19:00,08:00 - 19:00,08:00 - 19:00,08:00 - 19:00,08:00 - 19:00,08:00 - 19:00,08:00 - 19:00,True,"Bakeries,Food,Mediterranean,Restaurants",Las Vegas,6,Nour Deli And Bakery,,-115.1149607,36.0291019,NV,4.0
7aS0iFpab3XHFQrRGMOKXw,"2530 W Happy Valley Rd
Ste 1261
Phoenix, AZ 85085",10:30 - 22:00,10:30 - 22:00,10:30 - 22:00,10:30 - 22:00,10:30 - 22:00,10:30 - 22:00,10:30 - 22:00,True,"Vegetarian,American (New),Mediterranean,Restaurants",Phoenix,83,Pita Jungle,,-112.113014,33.713095,AZ,4.0
DNdb2LwLnMiLIhFJnYRoLQ,"7435 S Eastern Ave
Ste 110
Southeast
Las Vegas, NV 89123",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,False,"Pizza,Mediterranean,Restaurants",Las Vegas,27,Garden Cafe,Southeast,-115.15036,36.02395515,NV,4.0
bNu-PVXtfyLE6A1qv9bDcA,"4441 N Buckboard Trl
Scottsdale, AZ 85251",17:00 - 02:00,17:00 - 02:00,17:00 - 02:00,17:00 - 03:00,17:00 - 04:00,17:00 - 04:00,17:00 - 02:00,True,"Lebanese,Bars,Mediterranean,Middle Eastern,Nightlife,Hookah Bars,Restaurants",Scottsdale,17,Oasis Cafe,,-111.9233588,33.501738800000005,AZ,4.0
1T1hQpU4kbukSLoz947BWQ,"4130 S Sandhill Rd
Eastside
Las Vegas, NV 89121",10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,,False,"Middle Eastern,Greek,Mediterranean,Restaurants",Las Vegas,22,Filfila Mediterranean Cafe,Eastside,-115.0917302,36.1144544,NV,4.0
8GlGakyGqp9WvToKcnJmxg,"111 S Hamilton St
Capitol
Madison, WI 53703",11:30 - 14:00,11:30 - 14:00,11:30 - 14:00,11:30 - 14:00,11:30 - 14:00,17:00 - 22:00,,True,"Italian,Mediterranean,Restaurants",Madison,123,Nostrano,Capitol,-89.384011,43.072631,WI,4.0
7onAEqbbZChyYdB2nJoQdg,"4757 E Greenway Rd
Phoenix, AZ 85032",11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 21:00,11:00 - 21:00,11:00 - 20:00,True,"Mediterranean,Restaurants",Phoenix,104,ZK Grill,,-111.9786771,33.62598203,AZ,4.0
R9uAC0qIVMDQ8mEtwY2ZYg,"16 Drummond Street
Newington
Edinburgh EH8 9TX",17:00 - 23:00,12:00 - 15:00,17:00 - 23:00,12:00 - 15:00,17:00 - 23:00,17:00 - 23:00,17:00 - 23:00,True,"Bistros,Mediterranean,French,Restaurants",Edinburgh,10,B'est,Newington,-3.1849185,55.9473465,EDH,4.0
ikuXlYpFsaEs2xlvlopxQw,"8115 N 19th Ave
Ste A101
Phoenix, AZ 85021",,,,,,,,False,"Middle Eastern,Mediterranean,Restaurants",Phoenix,18,Golden Valley,,-112.09925,33.55529600000001,AZ,4.0
rS-Fa73RchacSmfKO3dyPA,"100-102 Dalry Rd
West End
Edinburgh EH11 2DW",12:00 - 22:00,12:00 - 22:00,12:00 - 22:00,12:00 - 22:00,12:00 - 23:00,12:00 - 23:00,12:00 - 16:00,True,"Vegetarian,Mediterranean,Restaurants",Edinburgh,5,Good Seed Bistro,"West End,Haymarket",-3.2194172,55.943673200000006,EDH,4.0
goLadHq-tQII-WCrqjVnIQ,"Boulevard Mall
3528 S Maryland Pkwy
Eastside
Paradise, NV 89109",,,,,,,,True,"Mediterranean,Restaurants",Paradise,4,Ele's Fresh Mediterranean Grill,Eastside,-115.1459885,36.12511938,NV,4.0
gpAAY-SdEFyKpk8NSSHsgQ,"3617 E Southern Ave
Ste 4
Mesa, AZ 85206",10:30 - 20:00,10:30 - 20:00,10:30 - 20:00,10:30 - 20:00,10:30 - 20:00,10:30 - 20:00,,True,"Greek,Mediterranean,Restaurants",Mesa,25,Gyro House,,-111.7531446,33.3936881,AZ,4.0
PfXzO0BdNAoKjWKQ_bG06A,"4440 S Maryland Pkwy
Ste 113
University
Las Vegas, NV 89119",,,,,,,,False,"Middle Eastern,Vegetarian,Mediterranean,Restaurants",Las Vegas,5,Cedars Restaurant,University,-115.1370794,36.1087848,NV,4.0
